101;ABBIATI Christian;P;6.00;5.00;MIL;1;0
104;ANTONIOLI Francesco;P;4.50;2.50;BOL;2;0
109;BENUSSI Francesco;P;7.00;6.00;LEC;1;0
110;BIZZARRI Benjamin;P;5.50;3.50;CAT;2;0
112;CALDERONI Alex;P;6.00;5.00;TOR;1;0
113;CAMPAGNOLO Andrea;P;6.00;3.00;REG;3;0
114;CARRIZO Juan Pablo;P;6.00;5.00;LAZ;1;0
119;COPPOLA Ferdinando;P;5.50;3.50;ATA;2;0
126;FONTANA Alberto;P;6.00;5.00;PAL;1;0
128;FREY Sebastian;P;6.50;6.50;FIO;0;0
131;HANDANOVIC Samir;P;6.00;5.50;UDI;0;0
134;JULIO CESAR Soares De Espinola;P;6.50;6.50;INT;0;0
138;MANNINGER Alexander;P;6.00;5.00;JUV;1;0
139;MARCHETTI Federico;P;6.00;4.00;CAG;2;0
143;NAVARRO Nicolas;P;6.00;6.00;NAP;0;0
151;RUBINHO Fernando Moedim;P;5.50;4.50;GEN;1;0
155;SORRENTINO Stefano;P;6.50;4.50;CHI;2;0
164;MANITTA Emanuele;P;6.50;4.50;SIE;2;0
202;AGOSTINI Alessandro;D;6.00;5.50;CAG;0;0
203;ALVAREZ Pablo;D;5.00;5.00;REG;0;0
204;ALVAREZ Pablo Sebastian;D;6.00;6.00;CAT;0;0
208;ANTONINI Luca;D;6.00;6.00;MIL;0;0
209;ANTUNES Vitorino Gabriel;D;5.00;4.50;LEC;0;0
210;ARONICA Salvatore;D;6.00;6.00;NAP;0;0
211;ASTORI Davide;D;0.00;0.00;CAG;0;0
212;BALZARETTI Federico;D;5.50;5.00;PAL;0;0
213;BASTA Dusan;D;0.00;0.00;LEC;0;0
215;BELLINI Gianpaolo;D;5.50;5.50;ATA;0;0
217;BIANCO Paolo;D;6.50;9.50;CAG;1;0
218;BIAVA Giuseppe;D;7.00;6.50;GEN;0;0
219;BOCCHETTI Salvatore;D;5.00;4.50;GEN;0;0
220;BONERA Daniele;D;6.00;6.00;MIL;0;0
224;BURDISSO Nicolas Andres;D;5.50;5.50;INT;0;0
228;CANNAVARO Paolo;D;6.00;5.50;NAP;0;0
229;CAPELLI Daniele;D;5.50;5.00;ATA;0;0
232;CARROZZIERI Morris;D;5.50;5.00;PAL;0;0
233;CASSANI Mattia;D;5.50;5.50;PAL;0;0
235;CASTELLINI Marcello;D;6.50;6.50;BOL;0;0
237;CHIELLINI Giorgio;D;7.00;7.00;JUV;0;0
238;CHIVU Cristian;D;6.00;6.00;INT;0;0
241;CODA Andrea;D;6.00;5.50;UDI;0;0
242;COLOMBO Riccardo;D;0.00;0.00;TOR;0;0
243;COMOTTO Gianluca;D;6.00;6.00;FIO;0;0
244;CONTINI Matteo;D;6.00;6.00;NAP;0;0
245;CORDOBA Ivan Ramiro;D;6.00;6.00;INT;0;0
247;COSTA Andrea;D;4.00;4.00;REG;0;0
250;CRISCITO Domenico;D;6.00;6.00;GEN;0;0
255;DEL GROSSO Cristiano;D;6.00;6.00;SIE;0;0
