103;AMELIA Marco;P;6.00;4.00;PAL;2;0;
104;ANTONIOLI Francesco;P;5.00;1.00;BOL;4;0;
109;BENUSSI Francesco;P;6.00;3.00;LEC;3;0;
110;BIZZARRI Benjamin;P;5.00;3.00;CAT;2;0;
111;BUFFON Gianluigi;P;6.50;3.50;JUV;3;0;
115;CASTELLAZZI Luca;P;6.50;5.50;SAM;1;0;
118;CONSIGLI Andrea;P;6.00;6.00;ATA;0;0;
120;CURCI Gianluca;P;5.00;4.00;SIE;1;0;
122;DIDA Nelson De Jesus Silva;P;7.00;7.00;MIL;0;0;
123;DONI Alexander Marangao;P;5.00;1.00;ROM;4;0;
124;ELEFTHEROPOULOS Dimitrios;P;6.00;6.00;SIE;0;0;
128;FREY Sebastian;P;8.00;7.00;FIO;1;0;
131;HANDANOVIC Samir;P;6.50;9.50;UDI;0;0;
139;MARCHETTI Federico;P;5.50;3.50;CAG;2;0;
142;MUSLERA Fernando;P;6.50;4.50;LAZ;2;0;
143;NAVARRO Nicolas;P;5.50;5.50;NAP;0;0;
149;PUGGIONI Christian;P;5.00;3.00;REG;2;0;
151;RUBINHO Fernando Moedim;P;6.00;4.00;GEN;2;0;
153;SERENI Matteo;P;6.00;5.00;TOR;1;0;
155;SORRENTINO Stefano;P;6.00;5.00;CHI;1;0;
158;TOLDO Francesco;P;6.00;4.00;INT;2;0;
201;ACCARDI Pietro;D;6.00;6.00;SAM;0;0;
202;AGOSTINI Alessandro;D;5.50;4.50;CAG;0;0;
207;ANGELO Mariano de Almeida;D;5.00;5.00;LEC;0;0;
212;BALZARETTI Federico;D;6.00;6.00;PAL;0;0;
215;BELLINI Gianpaolo;D;6.00;6.00;ATA;0;0;
218;BIAVA Giuseppe;D;7.00;7.00;GEN;0;0;
219;BOCCHETTI Salvatore;D;5.50;5.00;GEN;0;0;
221;BOVO Cesare;D;6.00;5.50;PAL;0;0;
222;BRANDAO Goncalo Jardim;D;6.00;6.00;SIE;0;0;
223;BRITOS Miguel Angel;D;4.00;4.00;BOL;0;0;
227;CANINI Michele;D;6.00;5.00;CAG;0;0;
228;CANNAVARO Paolo;D;6.00;6.00;NAP;0;0;
231;CAPUANO Ciro;D;5.00;5.00;CAT;0;0;
232;CARROZZIERI Morris;D;4.50;4.50;PAL;0;0;
233;CASSANI Mattia;D;6.50;7.50;PAL;0;1;
237;CHIELLINI Giorgio;D;5.50;5.50;JUV;0;0;
238;CHIVU Cristian;D;5.50;5.00;INT;0;0;
243;COMOTTO Gianluca;D;6.00;6.00;FIO;0;0;
245;CORDOBA Ivan Ramiro;D;6.00;6.00;INT;0;0;
247;COSTA Andrea;D;5.50;5.50;REG;0;0;
250;CRISCITO Domenico;D;6.50;6.50;GEN;0;0;
252;DAINELLI Dario;D;5.00;5.00;FIO;0;0;
255;DEL GROSSO Cristiano;D;6.00;6.00;SIE;0;0;
262;DOMIZZI Maurizio;D;5.50;2.50;UDI;0;0;
263;ESPOSITO Andrea;D;5.00;5.00;LEC;0;0;
264;FAVALLI Giuseppe;D;7.00;7.00;MIL;0;0;
265;FELIPE Da Silva Dalbelo Dias;D;6.00;6.00;UDI;0;0;
266;FERRI Michele;D;6.00;6.00;SAM;0;0;
